job_id,model,train_bins,val_bin,jac_mean,jac_std,jac0,jac1,jac2,jac3,jac4,jac5,jac6,jac7,jac8,jac9,jac10,jac11,jac12,jac13,jac14,jac15,d_model,batch_size,input_size,patch_size
12081378,clip-vit-base-patch16,0,0,0.824,0.09,0.976,0.879,0.888,0.841,0.747,0.833,0.809,0.772,0.631,0.647,0.817,0.883,0.773,0.893,0.88,0.912,768,4,512,16
12081378,clip-vit-base-patch16,0,15,0.755,0.139,0.97,0.837,0.836,0.735,0.524,0.792,0.766,0.73,0.51,0.55,0.746,0.863,0.574,0.884,0.861,0.899,768,4,512,16
12081378,clip-vit-base-patch16,0,30,0.733,0.15,0.969,0.827,0.819,0.695,0.487,0.755,0.738,0.72,0.49,0.526,0.697,0.855,0.526,0.88,0.854,0.894,768,4,512,16
12081378,clip-vit-base-patch16,0,45,0.714,0.155,0.969,0.811,0.779,0.666,0.443,0.714,0.704,0.71,0.494,0.514,0.674,0.841,0.499,0.859,0.857,0.898,768,4,512,16
12081378,clip-vit-base-patch16,0,60,0.704,0.157,0.969,0.796,0.77,0.653,0.452,0.684,0.669,0.705,0.417,0.522,0.665,0.835,0.528,0.838,0.859,0.895,768,4,512,16
12081378,clip-vit-base-patch16,0,75,0.7,0.16,0.969,0.792,0.782,0.652,0.445,0.669,0.631,0.683,0.402,0.534,0.667,0.838,0.535,0.845,0.86,0.892,768,4,512,16
12081378,clip-vit-base-patch16,0,90,0.702,0.16,0.969,0.787,0.785,0.66,0.438,0.673,0.642,0.675,0.432,0.55,0.677,0.847,0.486,0.86,0.858,0.89,768,4,512,16
12081386,tips-b14,0_45_90,0,0.708,0.119,0.964,0.728,0.77,0.635,0.529,0.681,0.685,0.709,0.536,0.572,0.694,0.698,0.593,0.816,0.861,0.854,768,4,504,14
12081386,tips-b14,0_45_90,15,0.654,0.156,0.961,0.692,0.707,0.559,0.375,0.625,0.64,0.673,0.438,0.483,0.655,0.721,0.463,0.803,0.836,0.835,768,4,504,14
12081386,tips-b14,0_45_90,30,0.665,0.158,0.963,0.726,0.727,0.575,0.366,0.631,0.651,0.676,0.453,0.488,0.67,0.713,0.481,0.847,0.83,0.845,768,4,504,14
12081386,tips-b14,0_45_90,45,0.735,0.114,0.968,0.779,0.806,0.685,0.569,0.675,0.689,0.716,0.574,0.568,0.734,0.764,0.65,0.874,0.847,0.864,768,4,504,14
12081386,tips-b14,0_45_90,60,0.68,0.153,0.964,0.741,0.743,0.641,0.457,0.642,0.648,0.695,0.412,0.524,0.674,0.721,0.463,0.857,0.837,0.856,768,4,504,14
12081386,tips-b14,0_45_90,75,0.668,0.158,0.963,0.727,0.75,0.602,0.451,0.641,0.638,0.676,0.398,0.504,0.683,0.699,0.427,0.84,0.842,0.845,768,4,504,14
12081386,tips-b14,0_45_90,90,0.713,0.13,0.967,0.753,0.81,0.683,0.516,0.675,0.673,0.693,0.552,0.582,0.728,0.723,0.491,0.846,0.849,0.862,768,4,504,14
12081380,dino_vitb16,0,0,0.876,0.075,0.984,0.914,0.936,0.897,0.828,0.884,0.862,0.826,0.723,0.7,0.867,0.93,0.863,0.929,0.924,0.944,768,4,512,16
12081380,dino_vitb16,0,15,0.783,0.143,0.977,0.862,0.865,0.752,0.552,0.842,0.815,0.775,0.559,0.559,0.767,0.901,0.558,0.908,0.902,0.931,768,4,512,16
12081380,dino_vitb16,0,30,0.734,0.171,0.974,0.814,0.816,0.658,0.417,0.803,0.783,0.761,0.497,0.489,0.715,0.851,0.468,0.88,0.893,0.926,768,4,512,16
12081380,dino_vitb16,0,45,0.694,0.185,0.973,0.777,0.745,0.569,0.306,0.755,0.735,0.741,0.495,0.484,0.675,0.767,0.409,0.846,0.891,0.931,768,4,512,16
12081380,dino_vitb16,0,60,0.67,0.185,0.974,0.744,0.73,0.517,0.309,0.714,0.682,0.714,0.43,0.517,0.647,0.722,0.404,0.812,0.885,0.929,768,4,512,16
12081380,dino_vitb16,0,75,0.667,0.182,0.973,0.739,0.735,0.518,0.33,0.693,0.636,0.679,0.416,0.544,0.644,0.732,0.402,0.82,0.886,0.924,768,4,512,16
12081380,dino_vitb16,0,90,0.675,0.179,0.973,0.751,0.734,0.565,0.328,0.696,0.643,0.672,0.442,0.538,0.644,0.743,0.417,0.849,0.887,0.923,768,4,512,16
12081385,siglip2-base-patch16-512,0_90,0,0.616,0.153,0.957,0.654,0.681,0.558,0.378,0.6,0.571,0.608,0.402,0.502,0.595,0.588,0.413,0.75,0.758,0.837,768,4,512,16
12081385,siglip2-base-patch16-512,0_90,15,0.568,0.176,0.955,0.65,0.621,0.505,0.335,0.55,0.516,0.563,0.332,0.451,0.527,0.53,0.274,0.728,0.717,0.827,768,4,512,16
12081385,siglip2-base-patch16-512,0_90,30,0.554,0.18,0.955,0.661,0.608,0.481,0.317,0.527,0.497,0.543,0.349,0.452,0.499,0.504,0.237,0.707,0.697,0.823,768,4,512,16
12081385,siglip2-base-patch16-512,0_90,45,0.55,0.182,0.956,0.672,0.591,0.494,0.299,0.525,0.491,0.536,0.342,0.441,0.494,0.503,0.236,0.699,0.697,0.825,768,4,512,16
12081385,siglip2-base-patch16-512,0_90,60,0.549,0.182,0.956,0.673,0.598,0.49,0.335,0.527,0.485,0.531,0.309,0.425,0.489,0.51,0.241,0.703,0.692,0.822,768,4,512,16
12081385,siglip2-base-patch16-512,0_90,75,0.564,0.178,0.957,0.674,0.635,0.504,0.351,0.541,0.491,0.542,0.313,0.448,0.506,0.518,0.276,0.732,0.713,0.818,768,4,512,16
12081385,siglip2-base-patch16-512,0_90,90,0.608,0.16,0.96,0.697,0.694,0.549,0.393,0.574,0.525,0.571,0.403,0.517,0.612,0.559,0.344,0.766,0.735,0.828,768,4,512,16
12081381,dinov2_vitb14,0_90,0,0.82,0.105,0.974,0.881,0.886,0.876,0.723,0.822,0.805,0.754,0.591,0.632,0.807,0.921,0.739,0.904,0.883,0.92,768,4,504,14
12081381,dinov2_vitb14,0_90,15,0.769,0.143,0.97,0.863,0.857,0.791,0.579,0.795,0.775,0.73,0.501,0.545,0.752,0.91,0.563,0.898,0.864,0.909,768,4,504,14
12081381,dinov2_vitb14,0_90,30,0.756,0.146,0.969,0.855,0.835,0.761,0.546,0.785,0.767,0.728,0.49,0.525,0.73,0.896,0.559,0.89,0.857,0.908,768,4,504,14
12081381,dinov2_vitb14,0_90,45,0.754,0.152,0.969,0.852,0.813,0.78,0.469,0.788,0.77,0.737,0.504,0.528,0.732,0.891,0.563,0.886,0.863,0.912,768,4,504,14
12081381,dinov2_vitb14,0_90,60,0.762,0.144,0.97,0.846,0.838,0.782,0.529,0.798,0.774,0.748,0.474,0.534,0.73,0.888,0.618,0.883,0.866,0.911,768,4,504,14
12081381,dinov2_vitb14,0_90,75,0.771,0.138,0.972,0.865,0.858,0.799,0.563,0.802,0.773,0.733,0.493,0.568,0.751,0.881,0.608,0.886,0.874,0.908,768,4,504,14
12081381,dinov2_vitb14,0_90,90,0.82,0.096,0.976,0.885,0.903,0.85,0.734,0.812,0.794,0.745,0.66,0.64,0.798,0.91,0.71,0.904,0.877,0.915,768,4,504,14
12081383,C-RADIOv2-B,0,0,0.764,0.105,0.974,0.78,0.748,0.784,0.788,0.743,0.727,0.682,0.63,0.526,0.778,0.924,0.681,0.786,0.785,0.888,768,4,512,16
12081383,C-RADIOv2-B,0,15,0.655,0.147,0.964,0.644,0.661,0.59,0.534,0.643,0.633,0.608,0.485,0.407,0.653,0.87,0.468,0.722,0.731,0.865,768,4,512,16
12081383,C-RADIOv2-B,0,30,0.581,0.169,0.959,0.518,0.612,0.434,0.449,0.56,0.56,0.544,0.403,0.333,0.584,0.8,0.369,0.636,0.691,0.841,768,4,512,16
12081383,C-RADIOv2-B,0,45,0.525,0.18,0.956,0.445,0.538,0.324,0.409,0.488,0.487,0.482,0.391,0.281,0.54,0.7,0.307,0.56,0.668,0.829,768,4,512,16
12081383,C-RADIOv2-B,0,60,0.49,0.188,0.954,0.416,0.518,0.266,0.41,0.445,0.429,0.432,0.329,0.259,0.497,0.643,0.269,0.505,0.647,0.814,768,4,512,16
12081383,C-RADIOv2-B,0,75,0.481,0.19,0.954,0.428,0.508,0.27,0.396,0.42,0.401,0.396,0.324,0.247,0.517,0.656,0.28,0.461,0.631,0.808,768,4,512,16
12081383,C-RADIOv2-B,0,90,0.474,0.192,0.953,0.445,0.495,0.283,0.296,0.409,0.384,0.376,0.338,0.268,0.523,0.658,0.277,0.453,0.609,0.811,768,4,512,16
12081385,siglip2-base-patch16-512,0,0,0.654,0.138,0.961,0.7,0.714,0.601,0.472,0.644,0.628,0.642,0.428,0.544,0.62,0.645,0.462,0.78,0.775,0.842,768,4,512,16
12081385,siglip2-base-patch16-512,0,15,0.574,0.172,0.955,0.633,0.628,0.476,0.358,0.574,0.558,0.578,0.332,0.428,0.528,0.576,0.293,0.724,0.717,0.825,768,4,512,16
12081385,siglip2-base-patch16-512,0,30,0.538,0.179,0.954,0.603,0.6,0.409,0.331,0.532,0.52,0.536,0.33,0.412,0.461,0.546,0.228,0.656,0.669,0.816,768,4,512,16
12081385,siglip2-base-patch16-512,0,45,0.511,0.184,0.953,0.582,0.562,0.389,0.297,0.494,0.48,0.503,0.315,0.39,0.427,0.517,0.201,0.606,0.654,0.812,768,4,512,16
12081385,siglip2-base-patch16-512,0,60,0.486,0.186,0.952,0.543,0.557,0.361,0.322,0.467,0.444,0.46,0.271,0.38,0.419,0.448,0.174,0.554,0.616,0.801,768,4,512,16
12081385,siglip2-base-patch16-512,0,75,0.474,0.187,0.951,0.519,0.557,0.354,0.283,0.456,0.418,0.441,0.269,0.386,0.412,0.374,0.2,0.549,0.623,0.794,768,4,512,16
12081385,siglip2-base-patch16-512,0,90,0.48,0.189,0.951,0.529,0.562,0.35,0.28,0.457,0.423,0.441,0.286,0.408,0.425,0.359,0.193,0.582,0.634,0.797,768,4,512,16
12081386,tips-b14,0_90,0,0.727,0.116,0.965,0.742,0.79,0.714,0.528,0.7,0.701,0.717,0.522,0.585,0.736,0.705,0.675,0.827,0.867,0.858,768,4,504,14
12081386,tips-b14,0_90,15,0.637,0.164,0.959,0.67,0.716,0.53,0.343,0.602,0.63,0.641,0.406,0.48,0.668,0.655,0.443,0.792,0.833,0.832,768,4,504,14
12081386,tips-b14,0_90,30,0.593,0.179,0.958,0.624,0.666,0.428,0.283,0.533,0.574,0.6,0.391,0.459,0.632,0.58,0.361,0.771,0.812,0.816,768,4,504,14
12081386,tips-b14,0_90,45,0.578,0.193,0.958,0.624,0.669,0.453,0.239,0.502,0.537,0.595,0.381,0.428,0.61,0.541,0.292,0.781,0.816,0.82,768,4,504,14
12081386,tips-b14,0_90,60,0.6,0.182,0.96,0.659,0.673,0.505,0.331,0.526,0.562,0.622,0.349,0.426,0.625,0.603,0.324,0.798,0.813,0.826,768,4,504,14
12081386,tips-b14,0_90,75,0.646,0.162,0.962,0.695,0.721,0.559,0.417,0.603,0.617,0.65,0.417,0.5,0.692,0.643,0.379,0.819,0.833,0.837,768,4,504,14
12081386,tips-b14,0_90,90,0.719,0.125,0.968,0.739,0.82,0.683,0.556,0.68,0.681,0.696,0.607,0.558,0.762,0.713,0.489,0.845,0.847,0.868,768,4,504,14
12081381,dinov2_vitb14,0,0,0.842,0.09,0.977,0.899,0.908,0.888,0.761,0.835,0.823,0.774,0.656,0.661,0.828,0.928,0.814,0.911,0.888,0.922,768,4,504,14
12081381,dinov2_vitb14,0,15,0.773,0.142,0.971,0.864,0.856,0.782,0.557,0.806,0.789,0.741,0.514,0.558,0.758,0.923,0.576,0.902,0.863,0.908,768,4,504,14
12081381,dinov2_vitb14,0,30,0.75,0.154,0.969,0.848,0.831,0.732,0.504,0.792,0.776,0.738,0.463,0.526,0.718,0.909,0.552,0.889,0.853,0.903,768,4,504,14
12081381,dinov2_vitb14,0,45,0.74,0.159,0.968,0.837,0.797,0.73,0.446,0.789,0.776,0.744,0.471,0.509,0.704,0.884,0.541,0.881,0.855,0.907,768,4,504,14
12081381,dinov2_vitb14,0,60,0.736,0.158,0.969,0.827,0.793,0.723,0.461,0.787,0.769,0.748,0.426,0.511,0.695,0.88,0.566,0.866,0.849,0.906,768,4,504,14
12081381,dinov2_vitb14,0,75,0.731,0.159,0.969,0.821,0.792,0.719,0.444,0.779,0.75,0.726,0.414,0.531,0.706,0.876,0.56,0.861,0.852,0.901,768,4,504,14
12081381,dinov2_vitb14,0,90,0.728,0.16,0.969,0.809,0.801,0.722,0.415,0.771,0.741,0.709,0.445,0.557,0.692,0.876,0.523,0.876,0.851,0.899,768,4,504,14
12081386,tips-b14,0,0,0.749,0.102,0.967,0.766,0.81,0.731,0.621,0.733,0.727,0.724,0.616,0.558,0.768,0.714,0.683,0.842,0.87,0.86,768,4,504,14
12081386,tips-b14,0,15,0.63,0.162,0.958,0.657,0.714,0.488,0.383,0.629,0.64,0.653,0.418,0.387,0.669,0.613,0.467,0.767,0.827,0.815,768,4,504,14
12081386,tips-b14,0,30,0.544,0.186,0.953,0.56,0.619,0.318,0.293,0.513,0.541,0.568,0.351,0.355,0.6,0.486,0.307,0.683,0.768,0.787,768,4,504,14
12081386,tips-b14,0,45,0.486,0.197,0.949,0.5,0.553,0.269,0.226,0.423,0.441,0.5,0.325,0.305,0.53,0.399,0.249,0.597,0.735,0.77,768,4,504,14
12081386,tips-b14,0,60,0.447,0.205,0.946,0.429,0.539,0.245,0.269,0.371,0.384,0.449,0.265,0.27,0.488,0.313,0.174,0.546,0.715,0.757,768,4,504,14
12081386,tips-b14,0,75,0.422,0.216,0.944,0.409,0.521,0.221,0.213,0.354,0.359,0.4,0.263,0.26,0.473,0.257,0.111,0.529,0.696,0.749,768,4,504,14
12081386,tips-b14,0,90,0.426,0.218,0.945,0.424,0.512,0.247,0.191,0.364,0.352,0.381,0.249,0.278,0.467,0.247,0.126,0.558,0.713,0.755,768,4,504,14
15926053,vggt-1b,0_30_60_90,0,0.229,0.212,0.896,0.339,0.133,0.153,0.133,0.215,0.224,0.198,0.01,0.0,0.21,0.034,0.065,0.224,0.4,0.434,2048,4,504,14
15926053,vggt-1b,0_30_60_90,15,0.224,0.212,0.898,0.346,0.12,0.144,0.137,0.203,0.221,0.192,0.006,0.0,0.161,0.03,0.078,0.26,0.362,0.424,2048,4,504,14
15926053,vggt-1b,0_30_60_90,30,0.235,0.214,0.9,0.379,0.157,0.174,0.106,0.207,0.215,0.208,0.011,0.045,0.154,0.033,0.032,0.315,0.387,0.436,2048,4,504,14
15926053,vggt-1b,0_30_60_90,45,0.236,0.213,0.898,0.392,0.157,0.158,0.112,0.211,0.214,0.201,0.045,0.009,0.131,0.116,0.001,0.322,0.375,0.43,2048,4,504,14
15926053,vggt-1b,0_30_60_90,60,0.263,0.202,0.898,0.4,0.171,0.167,0.162,0.216,0.224,0.214,0.15,0.013,0.147,0.296,0.011,0.334,0.382,0.423,2048,4,504,14
15926053,vggt-1b,0_30_60_90,75,0.244,0.209,0.896,0.37,0.146,0.168,0.178,0.203,0.209,0.185,0.005,0.0,0.153,0.293,0.002,0.328,0.355,0.412,2048,4,504,14
15926053,vggt-1b,0_30_60_90,90,0.233,0.21,0.896,0.4,0.135,0.155,0.153,0.203,0.205,0.196,0.107,0.013,0.175,0.041,0.001,0.26,0.362,0.424,2048,4,504,14
15926053,vggt-1b,0_45_90,0,0.239,0.202,0.895,0.34,0.125,0.171,0.114,0.208,0.22,0.203,0.034,0.023,0.185,0.178,0.114,0.183,0.397,0.435,2048,4,504,14
15926053,vggt-1b,0_45_90,15,0.21,0.206,0.894,0.292,0.109,0.141,0.106,0.182,0.194,0.182,0.0,0.023,0.096,0.071,0.116,0.205,0.343,0.407,2048,4,504,14
15926053,vggt-1b,0_45_90,30,0.221,0.205,0.896,0.325,0.11,0.128,0.094,0.192,0.188,0.184,0.004,0.057,0.131,0.155,0.069,0.247,0.347,0.413,2048,4,504,14
15926053,vggt-1b,0_45_90,45,0.245,0.205,0.897,0.377,0.136,0.142,0.12,0.208,0.208,0.197,0.045,0.003,0.183,0.296,0.052,0.262,0.364,0.424,2048,4,504,14
15926053,vggt-1b,0_45_90,60,0.225,0.205,0.895,0.352,0.131,0.112,0.149,0.193,0.198,0.184,0.091,0.001,0.14,0.123,0.012,0.27,0.344,0.399,2048,4,504,14
15926053,vggt-1b,0_45_90,75,0.212,0.214,0.894,0.336,0.126,0.128,0.155,0.186,0.195,0.175,0.0,0.0,0.138,0.018,0.013,0.292,0.339,0.401,2048,4,504,14
15926053,vggt-1b,0_45_90,90,0.236,0.208,0.895,0.404,0.157,0.155,0.167,0.195,0.194,0.194,0.115,0.0,0.178,0.057,0.011,0.286,0.343,0.423,2048,4,504,14
15926053,vggt-1b,0_90,0,0.26,0.196,0.896,0.367,0.183,0.205,0.137,0.228,0.234,0.205,0.032,0.024,0.249,0.175,0.178,0.222,0.391,0.434,2048,4,504,14
15926053,vggt-1b,0_90,15,0.205,0.2,0.893,0.219,0.142,0.124,0.089,0.181,0.191,0.17,0.0,0.027,0.129,0.088,0.137,0.192,0.313,0.383,2048,4,504,14
15926053,vggt-1b,0_90,30,0.181,0.205,0.892,0.175,0.113,0.08,0.046,0.162,0.177,0.148,0.0,0.091,0.107,0.043,0.039,0.165,0.298,0.361,2048,4,504,14
15926053,vggt-1b,0_90,45,0.169,0.209,0.89,0.183,0.084,0.072,0.04,0.156,0.163,0.14,0.001,0.012,0.094,0.061,0.004,0.168,0.292,0.351,2048,4,504,14
15926053,vggt-1b,0_90,60,0.192,0.202,0.891,0.238,0.097,0.083,0.093,0.164,0.171,0.154,0.079,0.007,0.119,0.116,0.01,0.197,0.299,0.35,2048,4,504,14
